name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in,found_year
Ficánka,1.58,female,Unknown Mix,2018-06-22,2018-08-19,2018-07-13,black,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2018
Sion,2.08,male,Unknown Mix,2018-06-09,2018-06-09,2018-06-30,apricot,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,both flat and garden,2018
Rocco,5.17,male,Rottweiler Mix,2016-09-04,2016-09-04,2018-06-27,black and brown,short,medium,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2016
Molly,8.58,female,"Hungarian Vizsla, Labrador Retriever Mix",2018-03-06,2018-03-06,2018-05-22,apricot,medium,medium,yes,yes,yes,yes,no,no,unknown,flat,2018
Athos,2.33,male,"Chinese Shar-Pei, Staffordshire Terrier Mix",2018-03-24,2018-03-24,2018-06-21,apricot,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2018
Debreceni Bosco,2.5,male,Unknown Mix,2018-06-27,2018-06-28,2018-07-15,striped,short,medium,yes,unknown,yes,yes,yes,yes,yes,both flat and garden,2018
Umas,1.83,male,Akita Mix,2018-06-17,2018-06-17,2018-06-30,apricot,short,large,yes,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2018
Porthos,3.17,male,"Chinese Shar-Pei, Staffordshire Terrier Mix",2018-03-24,2018-03-24,2018-06-21,apricot,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2018
Unknown,2.42,female,Unknown Mix,2018-06-15,2018-06-30,2018-06-15,yellow-brown,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2018
Tomi,10.17,male,Rottweiler Mix,2017-11-09,2017-11-09,2018-06-07,black and brown,short,medium,yes,unknown,yes,unknown,no,yes,no,both flat and garden,2017
Ihar,4.5,male,Mudi,2018-04-21,2018-06-02,2018-06-02,black,medium,medium,yes,yes,yes,unknown,yes,yes,yes,both flat and garden,2018
Mona,2.42,female,Unknown Mix,2018-06-17,2018-07-05,2018-06-20,yellow-brown,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,flat,2018
Mogyoró,2.58,male,Unknown Mix,2018-04-20,2018-05-05,2018-05-05,red,short,medium,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2018
Chaplin,6.67,male,Belgian Malinois,2018-04-02,2018-04-02,2018-04-15,striped,short,large,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2018
Lay,2.33,male,Unknown Mix,2018-04-10,2018-04-10,2018-04-29,apricot,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2018
P.Petra,4.75,female,German Pointer Mix,2017-06-08,2017-06-08,2018-05-08,brown and white,medium,medium,yes,yes,yes,yes,yes,yes,unknown,flat,2017
Mia,3.58,female,Unknown Mix,2018-04-20,2018-04-20,2018-05-05,red and white,short,medium,yes,unknown,yes,unknown,yes,yes,unknown,flat,2018
Robi,3.33,male,Unknown Mix,2017-09-26,2018-05-05,2018-05-05,sable,wirehaired,medium,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2017
Betyár,7.08,male,Komondor,2012-11-29,2012-11-29,2018-04-26,white,long,large,no,yes,yes,yes,unknown,yes,yes,both flat and garden,2012
Roni,2.5,male,Unknown Mix,2018-05-14,2018-05-14,2018-05-14,sable,medium,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2018
Berci,3.08,male,Unknown Mix,2017-12-04,2018-05-05,2018-05-05,white,short,medium,no,unknown,yes,unknown,yes,yes,unknown,flat,2017
Kisteleki Ubi,2.67,male,Greyhound Mix,2018-04-28,2018-04-29,2018-04-28,striped,short,medium,yes,no,yes,yes,yes,yes,unknown,both flat and garden,2018
Bob,4.5,male,Puli,2017-03-28,2017-03-28,2018-04-15,black,medium,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2017
Maci/Borisz,3.5,male,Unknown Mix,2018-05-17,2018-06-01,2018-05-17,sable,medium,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2018
Monthy,3.0,male,Terrier Mix,2018-04-08,2018-04-08,2018-05-04,black and white,medium,small,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2018
Macaron,2.42,male,Staffordshire Terrier Mix,2018-04-15,2018-04-15,2018-04-25,apricot,short,medium,yes,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2018
Démon,3.08,male,Unknown Mix,2018-04-07,2018-04-07,2018-05-12,black,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2018
Nash,1.92,male,Unknown Mix,2018-03-03,2018-03-03,2018-04-04,brown,short,medium,unknown,unknown,yes,yes,yes,yes,no,both flat and garden,2018
Rachel,3.58,female,Dachshund Mix,2018-04-19,2018-04-19,2018-04-29,apricot,short,small,yes,unknown,yes,unknown,yes,yes,no,both flat and garden,2018
Mancs,13.58,male,Chow Chow Mix,2018-05-01,2018-05-01,2018-05-16,black,medium,medium,unknown,unknown,yes,yes,unknown,yes,unknown,both flat and garden,2018
Leila,3.67,female,Unknown Mix,2018-04-10,2018-04-10,2018-04-29,brown and white,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2018
Miskolci Pindi,4.58,male,"Azawakh, Hungarian Greyhound Mix",2018-04-15,2018-04-25,2018-04-17,striped,short,medium,yes,unknown,yes,unknown,yes,yes,no,flat,2018
River,5.75,male,"Alaskan Malamute, Caucasian Ovtcharka, German Shepherd Dog Mix",2018-02-15,2018-02-15,2018-03-02,gray and black,medium,large,yes,yes,yes,yes,unknown,yes,unknown,both flat and garden,2018
Mickey,2.58,male,Unknown Mix,2017-11-25,2017-11-25,2018-01-04,spotty,short,small,yes,yes,unknown,unknown,unknown,unknown,no,both flat and garden,2017
Sajó,2.58,male,Unknown Mix,2017-07-01,2017-07-01,2018-03-07,brown and white,short,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,both flat and garden,2017
Hippi,4.0,female,Unknown Mix,2017-12-11,2017-12-11,2017-12-28,brown,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,garden,2017
Mali,5.75,male,Belgian Malinois Mix,2018-01-23,2018-02-07,2018-02-16,saddle back,medium,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2018
Sajó,8.42,female,"Kuvasz, Pumi Mix",2018-01-10,2018-01-10,2018-01-10,white,long,medium,yes,yes,yes,unknown,yes,yes,unknown,both flat and garden,2018
Sasha,2.83,male,Unknown Mix,2017-10-13,2017-10-13,2018-01-13,brown and white,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2017
Levédia,2.5,female,Unknown Mix,2018-01-18,2018-01-18,2018-01-20,gray,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2018
Imola,2.83,female,Vizsla Mix,2018-02-22,2018-02-22,2018-02-26,black,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,both flat and garden,2018
Happy,2.25,female,Unknown Mix,2017-12-07,2018-01-20,2017-12-28,black and brown,wirehaired,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,garden,2017
Gizmo,2.17,male,Unknown Mix,2017-11-23,2017-11-23,2017-12-28,black and brown,wirehaired,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,garden,2017
Unknown,3.92,male,Unknown Mix,2018-03-21,2018-03-21,2018-03-27,brown and white,short,large,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2018
Szonja,11.92,female,Dachshund Mix,2016-12-12,2016-12-12,2018-03-12,tricolor,short,small,yes,yes,yes,unknown,yes,yes,unknown,flat,2016
Kunhegyesi Lola,2.17,female,"Schnauzer, Terrier Mix",2018-02-20,2018-02-20,2018-02-20,black and white,short,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2018
Effi,2.92,female,Unknown Mix,2017-12-24,2017-12-24,2018-01-12,black and brown,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2017
Aga,11.92,male,Mudi,2017-01-22,2018-01-13,2018-01-13,black,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,2017
Írisz,3.25,female,Unknown Mix,2018-01-05,2018-01-27,2018-01-14,black and white,medium,medium,unknown,unknown,yes,unknown,unknown,unknown,unknown,garden,2018
Venezia,9.75,female,German Shepherd Dog,2018-02-28,2018-02-28,2018-04-02,black and brown,short,medium,yes,unknown,yes,unknown,yes,yes,yes,both flat and garden,2018
Jolly,3.75,female,Unknown Mix,2018-01-25,2018-03-24,2018-02-16,white,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2018
Gombóc,2.17,female,Unknown Mix,2017-11-03,2017-11-03,2017-12-28,black,medium,medium,unknown,unknown,yes,yes,yes,unknown,unknown,garden,2017
Foltos,5.0,male,"Beagle, Dachshund Mix",2017-11-09,2017-12-09,2017-11-16,brown and white,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,flat,2017
Pici,3.17,male,Unknown Mix,2017-09-21,2017-09-21,2017-09-24,gray and black,medium,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2017
Komi,2.67,male,Vizsla Mix,2017-05-20,2017-05-20,2017-10-26,black,short,large,yes,yes,yes,yes,yes,yes,unknown,both flat and garden,2017
Kisújszállási Simi,2.58,female,"Greyhound, Labrador Retriever Mix",2017-11-24,2017-11-24,2017-11-24,apricot,short,large,yes,yes,yes,yes,yes,yes,yes,flat,2017
Kántor,9.17,male,Unknown Mix,2017-09-26,2017-09-26,2017-09-27,sable,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2017
Jamie,5.42,male,Unknown Mix,2017-06-30,2017-06-30,2017-12-23,black,short,medium,yes,unknown,yes,unknown,no,no,unknown,both flat and garden,2017
Tücsi,7.75,female,German Shepherd Dog Mix,2017-12-01,2017-12-01,2017-12-18,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,2017
Süti,5.83,male,German Dog Mix,2017-09-10,2017-09-10,2017-12-09,apricot,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2017
Mocsok,4.25,male,Unknown Mix,2017-09-21,2017-10-28,2017-10-23,brown,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,garden,2017
Hugó,2.67,male,Unknown Mix,2017-12-08,2017-12-30,2017-12-28,black and white,short,medium,yes,unknown,yes,yes,unknown,yes,unknown,garden,2017
Kithara,13.5,female,Puli Mix,2017-12-11,2017-12-11,2017-12-17,black,medium,medium,yes,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2017
Dream,5.08,male,Schnauzer Mix,2017-10-01,2017-10-01,2017-10-15,black,wirehaired,small,no,no,no,no,yes,yes,no,garden,2017
Manci,6.58,female,Unknown Mix,2017-07-29,2017-07-29,2017-10-02,yellow-brown,short,medium,yes,unknown,yes,yes,yes,yes,yes,both flat and garden,2017
Ében,4.25,female,Unknown Mix,2017-09-27,2017-12-16,2017-10-23,black,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,garden,2017
Angel,2.33,female,"Belgian Malinois, Labrador Retriever Mix",2017-09-08,2017-10-15,2017-10-19,brown,short,medium,yes,unknown,yes,yes,yes,yes,yes,both flat and garden,2017
Sheeva,3.17,female,Unknown Mix,2017-10-06,2017-10-06,2017-10-31,black and white,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2017
Betti,12.0,female,Jack Russell Terrier,2017-12-06,2017-12-06,2017-12-08,tricolor,short,small,yes,yes,yes,yes,unknown,unknown,unknown,flat,2017
Bogi,17.0,female,Jack Russell Terrier,2017-12-06,2017-12-06,2017-12-08,tricolor,short,small,unknown,yes,yes,yes,yes,yes,yes,flat,2017
Baba,6.67,female,Unknown Mix,2017-02-23,2017-09-15,2017-10-08,apricot,short,medium,yes,unknown,yes,unknown,yes,yes,unknown,flat,2017
Bali,2.58,male,German Shepherd Dog Mix,2017-11-30,2017-11-30,2017-12-07,brown,medium,large,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2017
Unknown,4.33,male,Unknown Mix,2016-05-14,2016-05-29,2017-07-29,black,medium,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Kiskutyák,2.58,male,Chinese Shar-Pei Mix,2017-07-10,2017-07-10,2017-07-17,black,short,medium,unknown,unknown,yes,yes,yes,yes,yes,both flat and garden,2017
Endre,3.33,male,Unknown Mix,2017-08-29,2017-08-29,2017-09-08,brown,short,medium,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2017
Dolly,4.33,female,"Dachshund, Jack Russell Terrier Mix",2017-06-01,2017-06-01,2017-07-20,white,short,small,no,yes,yes,yes,yes,yes,unknown,both flat and garden,2017
Nyérc,2.58,female,Belgian Sheepdog Mix,2017-09-03,2017-09-03,2017-09-17,saddle back,short,medium,no,unknown,yes,unknown,yes,yes,unknown,garden,2017
Cleo,7.08,female,Staffordshire Terrier Mix,2016-05-10,2016-05-10,2017-08-11,striped,short,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2016
Unknown,3.17,male,Unknown Mix,2017-04-09,2017-04-24,2017-07-31,black and white,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2017
Picur,2.58,male,Unknown Mix,2017-07-20,2017-08-15,2017-07-22,tricolor,short,medium,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2017
Egyed/Orfeusz,2.58,male,Unknown Mix,2017-09-04,2017-09-04,2017-09-22,black and white,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,both flat and garden,2017
Banzai,3.75,male,"German Shepherd Dog, Greyhound Mix",2017-08-31,2017-08-31,2017-08-31,striped,short,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2017
Medárd,5.83,male,Puli,2016-09-11,2017-02-22,2017-08-29,gray and black,medium,medium,yes,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2016
Jónás,2.58,male,"German Shepherd Dog, Labrador Retriever Mix",2017-06-01,2017-06-01,2017-07-20,black and brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,2017
Ördög,9.33,male,Unknown Mix,2016-04-05,2016-04-20,2017-07-29,black,medium,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Unknown,4.33,male,Unknown Mix,2017-01-07,2017-01-22,2017-07-29,black,short,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2017
Nanook,6.42,male,Unknown Mix,2017-07-14,2017-07-14,2017-08-08,yellow-brown,medium,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2017
Amy,6.42,female,Unknown Mix,2016-05-01,2016-05-01,2017-09-04,black and white,short,medium,yes,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2016
Szõrmók,3.75,male,Unknown Mix,2017-06-10,2017-07-20,2017-08-29,black and brown,medium,small,no,unknown,yes,unknown,yes,yes,unknown,unknown,2017
Otis,8.58,male,German Shepherd Dog,2017-06-14,2017-06-14,2017-09-07,black and tan,short,large,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2017
Janka,2.58,female,"Dachshund, German Shepherd Dog, Labrador Retriever Mix",2017-06-01,2017-06-01,2017-07-20,black,short,small,no,yes,yes,yes,yes,yes,yes,both flat and garden,2017
Vihar,7.83,male,Unknown Mix,2017-04-29,2017-04-29,2017-07-31,black and white,short,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2017
Zeusz,3.5,male,Unknown Mix,2017-05-16,2017-05-16,2017-05-24,black and white,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2017
Kira,4.17,female,Unknown Mix,2016-09-17,2016-09-17,2017-03-30,brown,short,large,yes,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2016
Maja,4.67,female,German Shepherd Dog Mix,2017-03-30,2017-03-30,2017-03-30,black and brown,medium,medium,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2017
Domino,5.58,male,Unknown Mix,2017-04-15,2017-04-19,2017-04-19,black and white,short,small,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2017
Mama,4.42,female,Dachshund Mix,2017-07-06,2017-07-07,2017-07-06,black and brown,short,small,yes,unknown,yes,yes,yes,yes,unknown,flat,2017
Botond,6.67,male,Unknown Mix,2017-04-10,2017-04-10,2017-04-13,apricot,short,medium,yes,unknown,unknown,unknown,no,no,unknown,both flat and garden,2017
Bella,3.25,female,Unknown Mix,2017-03-28,2017-04-29,2017-03-31,black and white,short,medium,yes,unknown,yes,yes,yes,unknown,unknown,garden,2017
Alma,3.92,female,Unknown Mix,2017-06-12,2017-07-29,2017-07-04,black and brown,wirehaired,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2017
Baba,2.58,male,Unknown Mix,2017-06-09,2017-06-09,2017-06-13,red,short,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2017
Zizi,11.25,female,Unknown Mix,2017-04-25,2017-04-25,2017-05-20,black,long,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2017
Sophie,8.67,female,German Shepherd Dog Mix,2014-05-06,2017-03-17,2017-04-01,wild boar,short,large,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2014
Brigi/Bella,2.67,female,Unknown Mix,2017-05-29,2017-07-01,2017-06-17,black and white,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2017
Gyõzõ,7.58,male,Newfoundland Mix,2017-03-30,2017-03-30,2017-04-14,black,medium,large,no,no,yes,no,no,no,no,garden,2017
Arany,4.17,female,Puli,2017-02-26,2017-03-21,2017-04-02,black,medium,medium,yes,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2017
Gitta,7.58,female,Staffordshire Terrier Mix,2017-04-22,2017-04-22,2017-04-25,brown and white,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2017
Sári,4.67,female,Unknown Mix,2017-03-30,2017-03-30,2017-03-30,yellow-brown,medium,small,no,unknown,yes,yes,yes,yes,unknown,flat,2017
Gina,5.67,female,Unknown Mix,2017-03-30,2017-03-30,2017-03-30,brown,medium,small,no,unknown,yes,yes,yes,yes,unknown,flat,2017
Lady,3.67,female,German Shepherd Dog Mix,2017-03-30,2017-03-30,2017-03-30,black and brown,short,medium,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2017
Billy,3.42,male,Unknown Mix,2017-06-22,2017-06-22,2017-07-09,striped,short,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2017
Mázli,2.67,male,Unknown Mix,2017-07-05,2017-07-07,2017-07-06,sable,short,medium,no,unknown,yes,unknown,yes,yes,unknown,flat,2017
Muki,3.67,male,Unknown Mix,2017-03-30,2017-03-30,2017-03-30,black,short,small,yes,unknown,yes,yes,yes,yes,unknown,flat,2017
Kajla,3.67,male,Dachshund Mix,2017-02-01,2017-03-21,2017-03-22,yellow-brown,short,small,no,unknown,yes,yes,yes,yes,unknown,flat,2017
Süti,5.75,male,Unknown Mix,2017-02-20,2017-02-20,2017-03-10,apricot,short,large,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2017
Robi,9.58,male,German Shepherd Dog Mix,2017-03-03,2017-03-04,2017-03-03,sable,medium,large,no,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2017
Tánó,10.75,male,Unknown Mix,2017-01-15,2017-01-15,2017-03-10,black,short,medium,yes,unknown,yes,unknown,unknown,yes,unknown,both flat and garden,2017
Sherry,4.67,male,Unknown Mix,2017-03-30,2017-03-30,2017-03-30,black and white,short,medium,no,unknown,yes,yes,yes,yes,unknown,flat,2017
Omaha,3.08,female,Unknown Mix,2017-03-25,2017-03-25,2017-03-26,white,short,small,yes,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2017
Lili,4.67,female,Unknown Mix,2017-03-30,2017-03-30,2017-03-30,brown,short,small,no,unknown,yes,yes,yes,yes,unknown,flat,2017
Reni,4.67,male,German Shepherd Dog Mix,2016-07-01,2017-03-10,2017-03-29,black and brown,short,medium,no,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2016
Benjy,3.67,male,Unknown Mix,2017-03-30,2017-03-30,2017-03-30,gray and white,medium,small,no,unknown,yes,yes,yes,yes,unknown,flat,2017
Kevin,3.67,male,Dachshund Mix,2017-02-01,2017-03-21,2017-03-22,yellow,short,small,unknown,unknown,yes,yes,yes,yes,unknown,flat,2017
Bejgli,3.75,female,Unknown Mix,2016-12-13,2016-12-13,2017-03-10,black,medium,small,yes,unknown,yes,yes,yes,unknown,unknown,both flat and garden,2016
Voice,3.5,male,Unknown Mix,2016-11-01,2016-11-01,2017-03-10,brown and white,short,medium,yes,unknown,yes,unknown,unknown,yes,unknown,both flat and garden,2016
Andris,3.67,male,Unknown Mix,2017-02-01,2017-03-21,2017-03-22,black and brown,short,medium,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2017
Bubika,3.5,female,German Shepherd Dog Mix,2017-03-11,2017-03-11,2017-03-11,sable,short,medium,no,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2017
Betti,5.75,female,Unknown Mix,2017-02-26,2017-03-10,2017-03-04,black and brown,short,medium,yes,unknown,yes,unknown,yes,yes,unknown,flat,2017
Amigo,3.67,male,Unknown Mix,2017-02-01,2017-03-21,2017-03-22,black and tan,short,medium,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2017
Kefir,3.67,male,Dachshund Mix,2017-02-01,2017-03-21,2017-03-22,red and white,short,small,no,unknown,yes,yes,yes,yes,unknown,flat,2017
Wendy,3.0,female,Unknown Mix,2017-02-26,2017-03-10,2017-03-04,black,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2017
Geda,4.67,male,Unknown Mix,2016-09-08,2017-03-10,2017-03-29,yellow,short,medium,no,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2016
Kondás,4.83,male,Puli,2016-07-01,2016-11-18,2017-02-10,black,long,medium,no,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2016
Tyson,5.5,male,Staffordshire Terrier,2017-02-14,2017-02-14,2017-02-21,striped,short,medium,unknown,unknown,yes,yes,unknown,unknown,unknown,garden,2017
Lehel,3.67,male,German Shepherd Dog Mix,2017-02-05,2017-02-05,2017-02-21,red,medium,large,unknown,unknown,yes,yes,unknown,yes,unknown,garden,2017
Mister,3.67,male,Unknown Mix,2017-02-19,2017-02-19,2017-02-21,yellow-brown,short,large,unknown,unknown,yes,yes,unknown,yes,unknown,both flat and garden,2017
Alíz,3.75,female,Vizsla Mix,2016-03-01,2016-03-01,2017-02-21,brown,short,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2016
Nana,10.17,female,Kuvasz,2017-02-03,2017-02-03,2017-02-21,white,medium,large,unknown,unknown,yes,yes,yes,yes,yes,garden,2017
Hekus,4.83,male,German Shepherd Dog Mix,2017-02-19,2017-02-19,2017-02-21,black and tan,medium,large,unknown,unknown,yes,yes,unknown,yes,unknown,both flat and garden,2017
Kajla,3.83,female,Unknown Mix,2017-02-05,2017-02-05,2017-02-21,red,medium,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2017
Erik,3.83,male,Unknown Mix,2017-02-05,2017-02-05,2017-02-21,brown,long,small,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2017
Alaska,5.33,female,West Highland White Terrier Mix,2017-02-12,2017-02-12,2017-02-21,gray and white,long,small,unknown,unknown,yes,yes,yes,yes,unknown,flat,2017
Maxim,3.83,male,German Shepherd Dog Mix,2017-02-05,2017-02-05,2017-02-21,saddle back,medium,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2017
Pici,10.0,female,Unknown Mix,2017-02-15,2017-02-15,2017-02-26,tricolor,short,small,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2017
Barki,5.83,male,Unknown Mix,2017-02-01,2017-02-04,2017-02-04,brown,short,medium,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2017
Afgán,10.83,male,Afghan Hound,2017-01-29,2017-01-29,2017-01-29,apricot,long,medium,yes,unknown,yes,yes,yes,yes,unknown,flat,2017
Kerry,4.75,female,Unknown Mix,2017-03-02,2017-03-02,2017-03-02,black,medium,small,yes,unknown,yes,yes,yes,yes,unknown,flat,2017
Kevin,8.17,male,Unknown Mix,2016-11-10,2016-11-10,2017-02-21,white,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2016
Bajnok,6.75,male,Vizsla Mix,2015-08-01,2015-08-01,2017-02-21,brown,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2015
Baily,3.17,male,Unknown Mix,2017-02-10,2017-02-10,2017-02-10,yellow-brown,short,small,no,unknown,yes,yes,yes,yes,yes,flat,2017
Viki,8.5,female,Unknown Mix,2017-03-01,2017-04-01,2017-03-02,black,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,both flat and garden,2017
Vándor,11.0,male,Unknown Mix,2017-02-14,2017-02-14,2017-02-21,black and brown,short,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2017
Astra,5.92,male,Siberian Husky,2017-01-01,2017-01-01,2017-01-19,black and white,medium,medium,yes,unknown,yes,yes,unknown,unknown,unknown,both flat and garden,2017
Pulcsi,8.83,male,Puli,2016-10-01,2017-01-01,2017-01-27,black,medium,medium,no,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2016
Pajtás,4.83,male,Vizsla Mix,2017-01-03,2017-01-03,2017-01-23,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,unknown,flat,2017
Egri Vitéz,4.92,male,"Bearded Collie, Staffordshire Terrier Mix",2017-01-02,2017-01-02,2017-01-09,black and white,short,medium,yes,unknown,yes,yes,yes,yes,yes,both flat and garden,2017
Rocky,4.92,male,Unknown Mix,2017-01-02,2017-01-02,2017-01-08,spotty,short,medium,no,unknown,yes,unknown,yes,yes,no,both flat and garden,2017
Alma,4.92,female,Unknown Mix,2016-12-30,2016-12-30,2017-01-03,black,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2016
Ödön,5.17,male,Unknown Mix,2016-11-09,2016-12-10,2016-11-14,brown,medium,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,garden,2016
Tacsika,4.92,male,Dachshund Mix,2016-12-30,2017-01-02,2017-01-02,wild boar,short,small,no,unknown,yes,unknown,yes,yes,unknown,flat,2016
Rotika,4.42,male,Rottweiler Mix,2016-12-30,2017-01-02,2017-01-02,black and tan,short,medium,no,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2016
Leó,13.08,male,Siberian Husky,2016-11-16,2016-11-16,2016-11-18,black and white,medium,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2016
Tódor,3.92,male,Labrador Retriever Mix,2017-01-19,2017-02-11,2017-01-29,black,short,large,yes,unknown,yes,yes,unknown,yes,unknown,both flat and garden,2017
Szamoskéri Fanta,4.17,female,"German Shepherd Dog, Greyhound Mix",2016-09-11,2017-01-05,2017-01-20,black,short,medium,yes,yes,yes,yes,yes,yes,unknown,both flat and garden,2016
Rex,8.0,male,German Shepherd Dog Mix,2016-11-10,2016-11-10,2016-11-27,black and brown,medium,large,yes,unknown,yes,yes,yes,yes,unknown,garden,2016
Gizmó,4.83,female,Pekingese Mix,2016-02-01,2016-02-01,2017-01-29,black,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden,2016
