name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in,found_year
Römi,5.0,male,Labrador Retriever Mix,2015-12-11,2015-12-11,2016-11-16,yellow-brown,short,medium,no,unknown,yes,yes,yes,yes,yes,both flat and garden,2015
Conor,5.5,male,Unknown Mix,2016-05-01,2016-05-01,2016-11-27,black,short,large,yes,unknown,yes,yes,yes,yes,unknown,garden,2016
Bibo,5.92,male,Unknown Mix,2016-12-15,2016-12-15,2016-12-15,black,medium,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2016
Blacky,4.92,male,Labrador Retriever Mix,2016-12-10,2016-12-10,2016-12-24,black,short,medium,no,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2016
Örzse,5.0,female,Unknown Mix,2016-11-10,2016-11-10,2016-11-14,tricolor,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,garden,2016
Lotti,5.0,female,Staffordshire Terrier Mix,2016-11-20,2016-11-20,2016-11-23,golden,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2016
Keres Emil,8.92,male,Unknown Mix,2016-05-27,2016-05-27,2016-11-06,white,short,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Paul,3.5,male,Unknown Mix,2016-10-29,2016-10-29,2016-10-29,black,medium,small,no,unknown,yes,yes,no,yes,no,both flat and garden,2016
Lord,4.58,male,Dachshund Mix,2016-11-09,2016-11-09,2016-11-09,black and white,short,small,no,unknown,yes,unknown,yes,yes,unknown,flat,2016
Gina,6.83,female,Staffordshire Terrier Mix,2016-04-05,2016-04-05,2016-11-12,brown,short,medium,yes,unknown,yes,yes,yes,no,no,both flat and garden,2016
Maci/Zoé,3.25,female,Unknown Mix,2016-10-21,2016-12-10,2016-10-26,brown,medium,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2016
Mókus,3.25,female,"Dachshund, English Cocker Spaniel, Whippet Mix",2016-10-31,2016-10-31,2016-11-11,yellow-brown,medium,medium,no,no,yes,unknown,yes,yes,unknown,flat,2016
Unknown,3.75,female,Unknown Mix,2016-10-24,2016-10-24,2016-10-31,black,short,small,no,yes,yes,yes,yes,yes,unknown,both flat and garden,2016
Smokey,4.0,male,Unknown Mix,2016-10-29,2016-10-29,2016-10-29,black,wirehaired,medium,no,unknown,yes,yes,yes,yes,unknown,both flat and garden,2016
Bogi,3.92,female,Puli Mix,2016-11-10,2016-11-10,2016-11-12,black,medium,medium,yes,yes,yes,unknown,yes,yes,unknown,both flat and garden,2016
Morzsa/Démon,3.17,female,Unknown Mix,2016-10-04,2016-12-24,2016-10-26,black and brown,short,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2016
Félix,6.08,male,Puli Mix,2014-03-29,2014-03-29,2016-10-14,apricot,medium,medium,yes,yes,yes,yes,yes,yes,yes,garden,2014
Dezsõ,5.08,male,Unknown Mix,2016-10-14,2016-10-14,2016-11-12,yellow,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,flat,2016
Donna,7.58,female,Staffordshire Terrier Mix,2015-09-02,2015-09-02,2016-11-12,brown,short,large,yes,unknown,yes,yes,yes,no,unknown,both flat and garden,2015
Coyote,4.92,male,German Shepherd Dog Mix,2015-03-09,2015-03-09,2016-10-10,sable,medium,large,yes,unknown,yes,unknown,yes,yes,yes,garden,2015
Pirinyó,9.17,female,"Chihuahua, Pinscher Mix",2016-05-12,2016-05-12,2016-10-10,black and tan,short,small,unknown,yes,yes,yes,yes,yes,yes,both flat and garden,2016
Kis Jani,4.08,male,Briard Mix,2016-08-16,2016-08-16,2016-11-06,yellow-brown,medium,large,yes,unknown,yes,unknown,unknown,yes,unknown,both flat and garden,2016
Ferdinánd,9.42,male,German Shepherd Dog Mix,2016-06-05,2016-06-05,2016-11-06,tricolor,medium,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Benõ,11.83,male,Labrador Retriever Mix,2008-09-10,2008-09-10,2016-10-11,black,short,large,yes,yes,yes,yes,yes,yes,yes,both flat and garden,2008
Lavor,8.08,female,Labrador Retriever Mix,2016-08-03,2016-08-03,2016-11-06,black,short,large,yes,unknown,unknown,unknown,no,unknown,unknown,both flat and garden,2016
Rudolf,5.0,male,Unknown Mix,2016-11-13,2016-11-13,2016-11-13,black,wirehaired,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2016
Rocky,11.08,male,German Shepherd Dog,2016-05-13,2016-05-13,2016-09-11,black and tan,short,large,yes,unknown,yes,unknown,no,unknown,unknown,both flat and garden,2016
Gitta,4.83,female,Unknown Mix,2016-06-01,2016-07-01,2016-10-07,brown,short,small,yes,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2016
Oreo,5.67,male,Dachshund Mix,2016-09-13,2016-09-13,2016-09-19,black,short,small,unknown,unknown,yes,yes,unknown,yes,unknown,unknown,2016
Tirza,7.33,female,Staffordshire Terrier Mix,2016-08-21,2016-08-21,2016-08-31,striped,short,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Fõnök,4.67,male,Unknown Mix,2016-01-20,2016-01-20,2016-08-21,sable,short,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Grisella,14.0,female,German Shepherd Dog,2016-03-17,2016-03-17,2016-08-23,gray,medium,large,yes,yes,yes,unknown,yes,yes,unknown,both flat and garden,2016
Csorba,4.67,male,Unknown Mix,2016-01-20,2016-01-20,2016-08-21,gray,wirehaired,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Mojka,4.83,female,Unknown Mix,2016-08-18,2016-08-18,2016-08-31,gray and white,short,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Soki,5.33,male,Unknown Mix,2015-12-20,2015-12-20,2016-08-21,black,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2015
Tadeus,14.75,male,Unknown Mix,2016-03-17,2016-03-17,2016-08-25,black and tan,wirehaired,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Mali,4.58,female,Unknown Mix,2016-05-01,2016-05-01,2016-08-25,yellow-brown,short,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Csubakka,4.67,male,Unknown Mix,2016-03-01,2016-03-01,2016-08-21,gray,medium,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Bombur,8.5,male,Labrador Retriever Mix,2016-06-25,2016-06-25,2016-08-25,black,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Ferina,5.33,female,Unknown Mix,2016-03-01,2016-03-01,2016-08-25,yellow-brown,medium,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Vicus,4.5,female,Unknown Mix,2016-07-29,2016-07-29,2016-08-31,yellow-brown,short,small,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Lajka,3.42,male,Vizsla Mix,2016-08-19,2016-08-19,2016-08-28,black and brown,short,medium,unknown,unknown,yes,yes,yes,yes,unknown,garden,2016
Csiperke,3.5,female,Unknown Mix,2016-06-20,2016-06-20,2016-08-25,yellow-brown,short,small,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Allergra,10.83,female,Staffordshire Terrier Mix,2016-02-23,2016-02-23,2016-08-21,brown and white,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Cintia,5.33,female,Unknown Mix,2016-08-23,2016-08-23,2016-08-31,yellow-brown,short,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Csutak,3.67,male,Pekingese Mix,2016-09-15,2016-09-15,2016-09-17,red and white,long,small,no,yes,yes,yes,yes,yes,yes,flat,2016
Héra,4.58,female,Staffordshire Terrier Mix,2016-06-17,2016-07-16,2016-06-19,brown,short,medium,yes,unknown,yes,yes,unknown,unknown,unknown,both flat and garden,2016
Juli,4.92,female,Unknown Mix,2016-06-13,2016-06-13,2016-06-28,brown,wirehaired,large,unknown,unknown,yes,yes,yes,yes,unknown,garden,2016
Önkéntes,10.92,male,German Shepherd Dog Mix,2016-07-01,2016-07-01,2016-08-19,black and brown,medium,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Jimmy,4.42,male,Unknown Mix,2016-07-10,2016-07-10,2016-07-24,apricot,short,medium,yes,yes,yes,unknown,yes,yes,unknown,both flat and garden,2016
Fülöp,4.08,male,Schnauzer Mix,2016-04-11,2016-07-26,2016-07-26,black,medium,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2016
Lex,7.83,male,Unknown Mix,2015-11-08,2015-11-08,2016-08-21,yellow-brown,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2015
Semyr,3.92,male,Belgian Malinois Mix,2016-06-03,2016-06-03,2016-06-23,saddle back,short,medium,no,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2016
Perecesi Gazdikeresõ,3.92,female,Unknown Mix,2016-06-06,2016-06-06,2016-06-12,black,medium,medium,no,unknown,yes,yes,yes,yes,yes,garden,2016
Chris,3.58,male,Staffordshire Terrier Mix,2016-05-01,2016-05-01,2016-06-24,black and tan,short,medium,yes,unknown,yes,yes,unknown,yes,unknown,both flat and garden,2016
Bütyõk,5.42,female,"Puli, Pumi Mix",2015-11-15,2015-11-15,2016-07-04,black,medium,medium,yes,yes,yes,unknown,yes,unknown,unknown,both flat and garden,2015
Gömbi,11.83,male,German Shepherd Dog Mix,2016-03-04,2016-03-04,2016-06-22,black and tan,short,medium,yes,yes,yes,yes,unknown,unknown,yes,both flat and garden,2016
Lime,13.5,female,English Cocker Spaniel,2016-03-27,2016-03-27,2016-06-07,black,medium,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Cibil,4.42,female,Unknown Mix,2016-07-05,2016-07-05,2016-07-18,brown and white,short,medium,yes,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2016
Liza,4.33,female,Rottweiler Mix,2016-05-14,2016-05-15,2016-06-08,black and tan,short,medium,unknown,unknown,yes,unknown,unknown,unknown,unknown,garden,2016
Niké,4.42,female,Unknown Mix,2016-01-26,2016-01-26,2016-06-14,black and tan,short,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2016
Dagi,5.83,male,"Dachshund, Terrier Mix",2015-12-31,2015-12-31,2016-07-06,black and brown,medium,small,unknown,yes,yes,yes,no,yes,no,both flat and garden,2015
Mona,5.5,female,Dachshund Mix,2016-05-07,2016-05-07,2016-06-12,striped,short,small,yes,yes,yes,unknown,yes,unknown,yes,flat,2016
Rupert,3.83,male,Pumi Mix,2016-06-01,2016-06-01,2016-07-07,black,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden,2016
Toffife,4.33,male,Unknown Mix,2016-07-15,2016-07-15,2016-07-26,black and brown,short,small,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2016
Hobó,5.83,male,Giant Schnauzer,2016-05-01,2016-05-01,2016-08-11,black,medium,large,unknown,no,yes,yes,yes,yes,unknown,both flat and garden,2016
Befogadott Kutya Gazdát Keres,7.5,male,"Dachshund, Labrador Retriever Mix",2016-05-19,2016-05-19,2016-05-26,brown and white,short,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Saci,9.5,female,"Schnauzer, Spaniel Mix",2016-05-15,2016-05-15,2016-06-06,black,medium,medium,yes,yes,yes,unknown,yes,yes,unknown,flat,2016
Fáncsi,4.58,female,Staffordshire Terrier Mix,2016-02-07,2016-02-07,2016-05-19,black and white,short,medium,yes,unknown,yes,yes,yes,yes,no,both flat and garden,2016
Lucy,9.08,female,Unknown Mix,2015-11-03,2015-11-03,2016-05-19,black and white,short,medium,yes,yes,yes,yes,yes,yes,no,garden,2015
Hendó,11.58,male,Staffordshire Terrier Mix,2015-05-04,2015-05-04,2016-05-19,striped,short,medium,yes,yes,yes,yes,no,yes,no,both flat and garden,2015
Laki,5.92,male,Unknown Mix,2016-01-24,2016-01-24,2016-05-19,black,short,large,yes,unknown,yes,yes,yes,yes,no,both flat and garden,2016
Gömbi,11.75,male,Unknown Mix,2016-03-22,2016-03-22,2016-05-19,gray,wirehaired,medium,no,yes,yes,yes,yes,yes,no,both flat and garden,2016
Lédi,6.75,female,Unknown Mix,2016-03-06,2016-03-06,2016-05-19,black,short,medium,no,yes,yes,yes,yes,yes,no,garden,2016
Ivett,8.08,female,Cane Corso,2015-10-09,2015-10-09,2016-05-19,black,short,large,yes,yes,yes,no,no,no,no,garden,2015
Szentgotthárdi Rex,7.5,male,"Belgian Malinois, Greyhound Mix",2016-05-19,2016-05-20,2016-05-19,yellow,short,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2016
Eddy,10.42,male,Unknown Mix,2016-03-22,2016-03-22,2016-05-19,black and brown,short,large,no,yes,yes,no,no,no,no,garden,2016
Kormi,9.67,male,Unknown Mix,2016-04-08,2016-04-08,2016-05-19,black and brown,wirehaired,medium,no,yes,yes,yes,yes,yes,no,both flat and garden,2016
Új Gazdát Keres,9.5,female,Havanese,2016-05-03,2016-05-03,2016-05-21,black and white,medium,small,unknown,yes,yes,unknown,unknown,unknown,unknown,flat,2016
Dorren,12.75,male,Unknown Mix,2016-02-10,2016-02-10,2016-05-19,gray,wirehaired,medium,yes,yes,yes,yes,no,yes,no,garden,2016
Pita I.,3.83,female,Unknown Mix,2016-06-01,2016-06-01,2016-06-02,tricolor,short,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2016
Kolos,4.58,male,Unknown Mix,2015-12-04,2015-12-04,2016-05-19,black,wirehaired,medium,yes,yes,yes,yes,yes,yes,no,both flat and garden,2015
Hudini,5.33,male,Unknown Mix,2016-02-21,2016-02-21,2016-05-19,black,short,medium,yes,unknown,yes,yes,no,yes,no,both flat and garden,2016
Jily,7.5,female,Unknown Mix,2015-06-15,2015-06-15,2016-05-19,black,wirehaired,large,yes,unknown,yes,yes,yes,yes,no,garden,2015
Kicsi,4.5,female,Unknown Mix,2016-05-20,2016-05-20,2016-06-03,brown,short,small,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2016
Gizi,5.25,female,Vizsla Mix,2015-03-05,2015-03-05,2016-05-19,brown,short,medium,no,yes,yes,yes,yes,yes,yes,garden,2015
Camy,10.42,male,Staffordshire Terrier,2015-07-14,2015-07-14,2016-05-19,black,short,medium,yes,yes,yes,yes,no,no,no,both flat and garden,2015
Borzos,11.83,male,Old German Shepherd,2016-02-18,2016-02-18,2016-05-19,black and brown,medium,large,no,yes,yes,no,no,no,no,garden,2016
Bundás,6.58,female,Unknown Mix,2015-05-01,2015-05-01,2016-05-11,black and brown,medium,medium,yes,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2015
Belgák,8.58,male,Belgian Sheepdog Mix,2014-04-05,2014-04-05,2016-05-11,black and brown,medium,medium,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,2014
Becky,5.92,female,Staffordshire Terrier Mix,2016-01-29,2016-01-29,2016-05-19,striped,short,medium,yes,unknown,yes,yes,yes,no,no,both flat and garden,2016
Bodri,6.58,male,Puli,2015-08-01,2015-08-01,2016-05-11,gray,long,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2015
Betyár,8.75,male,Unknown Mix,2016-03-25,2016-03-25,2016-05-19,brown,short,medium,no,yes,yes,no,no,no,no,garden,2016
Lennox,4.5,male,Unknown Mix,2016-04-16,2016-04-16,2016-05-15,brown and white,medium,medium,yes,unknown,yes,yes,yes,yes,no,both flat and garden,2016
Dalton,5.75,male,Unknown Mix,2016-03-03,2016-03-03,2016-05-19,striped,short,medium,no,yes,yes,yes,yes,yes,no,both flat and garden,2016
Lati,7.58,male,Unknown Mix,2016-04-29,2016-04-30,2016-05-13,sable,short,medium,no,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2016
Buksi,11.67,male,Setter Mix,2016-04-07,2016-04-07,2016-05-19,black,medium,medium,no,yes,yes,yes,no,yes,no,garden,2016
Greg,6.5,male,Unknown Mix,2016-04-10,2016-04-10,2016-05-15,brown and white,short,medium,yes,unknown,yes,yes,unknown,yes,unknown,both flat and garden,2016
Bobi,9.58,male,Unknown Mix,2015-05-15,2015-05-15,2016-05-19,gray,short,medium,yes,yes,yes,yes,no,yes,no,garden,2015
Marcus,4.5,male,Unknown Mix,2016-03-20,2016-03-20,2016-05-15,black and brown,short,medium,yes,unknown,yes,yes,no,yes,unknown,both flat and garden,2016
Buena,4.58,female,Unknown Mix,2016-04-18,2016-04-18,2016-05-19,black and brown,short,large,no,unknown,yes,yes,yes,yes,no,garden,2016
Boxi,4.67,male,Unknown Mix,2016-05-04,2016-05-04,2016-05-19,brown,short,large,no,yes,yes,yes,yes,yes,no,garden,2016
Beka,4.42,female,Unknown Mix,2016-03-20,2016-03-20,2016-05-19,black,short,medium,no,unknown,yes,yes,yes,yes,no,both flat and garden,2016
Brissi,4.75,female,Unknown Mix,2015-09-17,2015-09-17,2016-05-19,black,short,small,yes,unknown,yes,yes,yes,yes,no,both flat and garden,2015
Jose,5.58,male,Unknown Mix,2016-05-14,2016-05-14,2016-05-16,brown and white,short,medium,yes,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2016
Bald,4.75,male,Unknown Mix,2016-03-28,2016-03-28,2016-05-19,brown,short,small,no,unknown,yes,yes,yes,yes,no,both flat and garden,2016
Mazsi,12.92,female,Labrador Retriever Mix,2010-12-03,2010-12-03,2016-05-03,black,short,medium,yes,unknown,yes,unknown,yes,unknown,unknown,both flat and garden,2010
Szami,10.92,female,Unknown Mix,2010-12-17,2010-12-17,2016-05-03,black,short,medium,yes,unknown,yes,unknown,yes,unknown,unknown,both flat and garden,2010
Linda,11.92,female,Unknown Mix,2010-12-03,2010-12-03,2016-05-03,black,short,medium,yes,unknown,yes,unknown,yes,unknown,unknown,both flat and garden,2010
Janka,8.5,female,Unknown Mix,2016-03-31,2016-03-31,2016-05-04,black,short,medium,yes,unknown,yes,unknown,yes,unknown,unknown,both flat and garden,2016
Tücsök,12.92,female,Dachshund Mix,2012-03-01,2012-03-01,2016-05-03,black and tan,short,small,yes,unknown,yes,unknown,yes,unknown,unknown,flat,2012
Huncutka,12.92,female,German Shepherd Dog Mix,2010-12-03,2010-12-03,2016-05-03,black and tan,short,medium,yes,unknown,yes,unknown,yes,unknown,unknown,both flat and garden,2010
Artúr,12.92,male,Unknown Mix,2010-12-03,2010-12-03,2016-05-03,gray and white,wirehaired,medium,no,unknown,yes,unknown,no,yes,unknown,garden,2010
Lady,14.92,female,Unknown Mix,2010-12-03,2010-12-03,2016-05-03,yellow-brown,short,medium,yes,unknown,yes,unknown,yes,unknown,unknown,both flat and garden,2010
Bodrog,12.92,male,Unknown Mix,2010-12-03,2010-12-03,2016-05-03,yellow-brown,wirehaired,medium,no,unknown,yes,unknown,unknown,yes,unknown,both flat and garden,2010
Bobi,7.83,male,German Shepherd Dog Mix,2016-03-31,2016-03-31,2016-05-03,sable,medium,large,no,unknown,yes,unknown,unknown,yes,unknown,both flat and garden,2016
Gigi,13.92,female,Pointer Mix,2010-12-03,2010-12-03,2016-05-03,dotted,short,medium,yes,unknown,yes,unknown,yes,unknown,unknown,garden,2010
Rexi,6.58,male,Unknown Mix,2016-04-12,2016-04-13,2016-05-04,sable,short,medium,no,unknown,yes,yes,unknown,unknown,unknown,garden,2016
Johnny,6.75,male,Unknown Mix,2016-05-04,2016-05-04,2016-05-05,saddle back,short,large,yes,unknown,yes,yes,yes,yes,yes,garden,2016
Bea,9.33,female,German Shepherd Dog Mix,2015-02-11,2015-02-11,2016-05-03,sable,short,large,yes,unknown,yes,unknown,yes,yes,unknown,garden,2015
Homár,6.58,male,Unknown Mix,2016-04-28,2016-05-21,2016-05-05,black,short,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2016
Táncos,5.0,male,Unknown Mix,2016-04-15,2016-04-15,2016-05-04,yellow-brown,short,medium,yes,unknown,yes,unknown,unknown,yes,unknown,both flat and garden,2016
Frenki,11.92,male,Labrador Retriever Mix,2016-04-20,2016-04-20,2016-05-03,yellow-brown,short,large,no,unknown,yes,unknown,unknown,yes,unknown,both flat and garden,2016
Lui,10.92,male,Unknown Mix,2014-02-24,2014-02-24,2016-05-03,black,short,small,no,unknown,yes,unknown,unknown,yes,unknown,both flat and garden,2014
Süti,7.58,male,Beagle,2016-04-28,2016-04-29,2016-05-06,tricolor,short,medium,no,unknown,yes,yes,unknown,unknown,unknown,both flat and garden,2016
Hajni,11.92,female,Unknown Mix,2010-12-03,2010-12-03,2016-05-03,black,wirehaired,medium,yes,unknown,yes,unknown,yes,unknown,unknown,both flat and garden,2010
Baltazár,6.42,male,Pumi Mix,2016-04-22,2016-05-07,2016-04-22,black,short,medium,unknown,unknown,yes,yes,unknown,yes,unknown,garden,2016
Bogyó,4.92,female,Dachshund Mix,2016-03-01,2016-03-01,2016-04-04,brown,short,small,yes,unknown,yes,unknown,yes,yes,unknown,flat,2016
Torma,10.92,male,Unknown Mix,2014-06-06,2014-06-06,2016-04-05,black and tan,wirehaired,small,no,unknown,yes,unknown,unknown,yes,unknown,both flat and garden,2014
Csöpi,19.92,female,Unknown Mix,2016-03-04,2016-03-04,2016-03-26,saddle back,short,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2016
Sajóvámosi  Gazdikeresõ,4.67,male,Unknown Mix,2016-04-07,2016-04-08,2016-04-08,striped,wirehaired,medium,no,unknown,yes,unknown,unknown,unknown,unknown,garden,2016
Bogyi,6.17,female,Unknown Mix,2015-05-01,2015-07-01,2016-04-13,black,short,medium,yes,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2015
Bob,8.67,male,Unknown Mix,2015-05-01,2015-05-01,2016-04-13,yellow,short,small,no,unknown,yes,unknown,yes,yes,unknown,flat,2015
Német Juhász Gazdát Keres,11.58,male,German Shepherd Dog,2016-04-12,2016-04-12,2016-04-22,black and tan,medium,large,no,unknown,yes,unknown,unknown,unknown,unknown,garden,2016
